name,website,category,date,soruce
admin@edr-privateequity.fr,admin@edr-privateequity.fr,USURPATION,28/09/22,amf
rodamco-france.com,rodamco-france.com,USURPATION,21/09/22,amf
prénom.nom@rodamco-france.com,prénom.nom@rodamco-france.com,USURPATION,21/09/22,amf
prénom.nom@groupe-frey.com,prénom.nom@groupe-frey.com,USURPATION,19/09/22,amf
www.monpatrimoineor-vip.com,www.monpatrimoineor-vip.com,BIENS DIVERS / OR,19/09/22,amf
www.maugenel-conseil.com,www.maugenel-conseil.com,BIENS DIVERS / OR,15/09/22,amf
contact@etoilecapital.online,contact@etoilecapital.online,USURPATION,15/09/22,amf
prénom.nom@cfe-patrimoine.com,prénom.nom@cfe-patrimoine.com,USURPATION,15/09/22,amf
prénom.nom@cfe-gestion.com,prénom.nom@cfe-gestion.com,USURPATION,15/09/22,amf
administratif@cfe-gestion.com,administratif@cfe-gestion.com,USURPATION,15/09/22,amf
gds-container.com,gds-container.com,USURPATION,05/09/22,amf
service@boetie-l.com,service@boetie-l.com,USURPATION,05/09/22,amf
www.uni-commerces.com,www.uni-commerces.com,USURPATION,05/09/22,amf
mail.prénom.nom@directdegirofr.com,mail.prénom.nom@directdegirofr.com,USURPATION,31/08/22,amf
service.administratif@d-ws-support.com,service.administratif@d-ws-support.com,USURPATION,31/08/22,amf
contact@delcap-france.com,contact@delcap-france.com,USURPATION,29/08/22,amf
prénom.nom@delcap-france.com,prénom.nom@delcap-france.com,USURPATION,29/08/22,amf
prénom.nom@bk-republic.com,prénom.nom@bk-republic.com,USURPATION,25/08/22,amf
contact@bk-republic.com,contact@bk-republic.com,USURPATION,25/08/22,amf
france-amf.com,france-amf.com,USURPATION AMF,23/08/22,amf
prénom.nom@holding-vendome.fr,prénom.nom@holding-vendome.fr,USURPATION,23/08/22,amf
finextrader.com,finextrader.com,FOREX,23/08/22,amf
www.economix.io,www.economix.io,FOREX,23/08/22,amf
bmfpatrimoine.com,bmfpatrimoine.com,USURPATION,23/08/22,amf
www.juicy-france.fr,www.juicy-france.fr,BIENS DIVERS / OFFRE SUR OBJET ILLICITE,23/08/22,amf
www.juicyfields.io/fr,www.juicyfields.io/fr,BIENS DIVERS / OFFRE SUR OBJET ILLICITE,23/08/22,amf
www.groupesolventis.com,www.groupesolventis.com,BIENS DIVERS / VIN,09/08/22,amf
prénom.nom@apelfinancial.com,prénom.nom@apelfinancial.com,USURPATION,09/08/22,amf
epargne-avenir.com,epargne-avenir.com,AUTRE ACTEUR NON AUTORISÉ,09/08/22,amf
apelfinancial.com,apelfinancial.com,USURPATION,09/08/22,amf
amiral-patrimoine.com,amiral-patrimoine.com,AUTRE ACTEUR NON AUTORISÉ,09/08/22,amf
prénom.nom@hola-bk.com,prénom.nom@hola-bk.com,USURPATION,08/08/22,amf
contact@private-hlbk.com,contact@private-hlbk.com,USURPATION,08/08/22,amf
www.continental-lu.com,www.continental-lu.com,AUTRE ACTEUR NON AUTORISÉ,04/08/22,amf
contact@gbr-f-services.com,contact@gbr-f-services.com,USURPATION,04/08/22,amf
gbr-f-services.com,gbr-f-services.com,USURPATION,04/08/22,amf
etoilecapital.online,etoilecapital.online,USURPATION,04/08/22,amf
prénom.nom@bmf-administration.com,prénom.nom@bmf-administration.com,USURPATION,04/08/22,amf
via-amf-france.fr,via-amf-france.fr,USURPATION AMF,02/08/22,amf
prénom.nom@privalux-france.com,prénom.nom@privalux-france.com,USURPATION,02/08/22,amf
prénom.nom@efg-france.com,prénom.nom@efg-france.com,USURPATION,02/08/22,amf
prénom.nom@holdingvendome3.fr,prénom.nom@holdingvendome3.fr,USURPATION,02/08/22,amf
moncompte-prive.com,moncompte-prive.com,USURPATION,02/08/22,amf
prénom.nom@abn-private.com,prénom.nom@abn-private.com,USURPATION,02/08/22,amf
service.client@abn-conseil.com,service.client@abn-conseil.com,USURPATION,02/08/22,amf
349gh938.com,349gh938.com,USURPATION,02/08/22,amf
service.clients@bdllux.com,service.clients@bdllux.com,USURPATION,02/08/22,amf
info@privalux-france.com,info@privalux-france.com,USURPATION,02/08/22,amf
prénom.nom@groupe-cogedim.com,prénom.nom@groupe-cogedim.com,USURPATION,29/07/22,amf
p.vautier@holdingsppropreté.fr,p.vautier@holdingsppropreté.fr,USURPATION,29/07/22,amf
nom.prénom@la-francaise-gestion.net,nom.prénom@la-francaise-gestion.net,USURPATION,29/07/22,amf
nom.prénom@la-francaise-gestion.com,nom.prénom@la-francaise-gestion.com,USURPATION,29/07/22,amf
reussirmesfinances.net/campagne-vin/,reussirmesfinances.net/campagne-vin/,USURPATION,29/07/22,amf
prénom.nom@altarea-service-solution.com,prénom.nom@altarea-service-solution.com,USURPATION,19/07/22,amf
mail.prénom.nom@degirofrplus.com,mail.prénom.nom@degirofrplus.com,USURPATION,19/07/22,amf
prénom.nom@allianzpatrimoine.com,prénom.nom@allianzpatrimoine.com,USURPATION,19/07/22,amf
prénom.nom@ubp-am.net,prénom.nom@ubp-am.net,USURPATION,11/07/22,amf
prénom.nom@Ubp-france.com,prénom.nom@Ubp-france.com,USURPATION,11/07/22,amf
prénom.nom@ubp-france.net,prénom.nom@ubp-france.net,USURPATION,11/07/22,amf
contact@flatexdegiro-private.com,contact@flatexdegiro-private.com,USURPATION,11/07/22,amf
info@kng-securites.com,info@kng-securites.com,USURPATION,11/07/22,amf
prénom.nom@hellobank-epargne.com,prénom.nom@hellobank-epargne.com,USURPATION,07/07/22,amf
aph-invest.com/fr,aph-invest.com/fr,BIENS DIVERS / VIN,07/07/22,amf
prénom.nom@groupe-eurazeo.com,prénom.nom@groupe-eurazeo.com,USURPATION,05/07/22,amf
prénom.nom@alpcot-capital.com,prénom.nom@alpcot-capital.com,USURPATION,05/07/22,amf
squarexchange.com,squarexchange.com,USURPATION,05/07/22,amf
prénom.nom@gecina-gestion.com,prénom.nom@gecina-gestion.com,USURPATION,01/07/22,amf
monpatrimoineor.com,monpatrimoineor.com,BIENS DIVERS / OR,01/07/22,amf
bestinvest.ad@gmail.com,bestinvest.ad@gmail.com,USURPATION,01/07/22,amf
franflo-solaire.com,franflo-solaire.com,FINANCEMENT PARTICIPATIF,01/07/22,amf
fr.buxberg.com,fr.buxberg.com,FOREX,01/07/22,amf
orkanfx.com,orkanfx.com,FOREX,01/07/22,amf
www.bbanc.com,www.bbanc.com,FOREX,01/07/22,amf
ww-brokers.com/fr,ww-brokers.com/fr,FOREX,01/07/22,amf
altofx.com/fr,altofx.com/fr,FOREX,28/06/22,amf
net-investissement.net,net-investissement.net,USURPATION,27/06/22,amf
prénom.nom@dnca007.com,prénom.nom@dnca007.com,USURPATION,27/06/22,amf
prénom.nom@barcfrance.com,prénom.nom@barcfrance.com,USURPATION,27/06/22,amf
prénom.nom@altarea-gestion.com,prénom.nom@altarea-gestion.com,USURPATION,21/06/22,amf
dominique.laudre.amf@gmx.fr,dominique.laudre.amf@gmx.fr,USURPATION AMF,21/06/22,amf
service-clients@epargne-barclays.com,service-clients@epargne-barclays.com,USURPATION,21/06/22,amf
prénom.nom@financial-carm.com,prénom.nom@financial-carm.com,USURPATION,17/06/22,amf
prénom.nom@carmila-invest.com,prénom.nom@carmila-invest.com,USURPATION,17/06/22,amf
www.union-wallet.com,www.union-wallet.com,FOREX,17/06/22,amf
www.clconseil-cave.com/fr/admin/login,www.clconseil-cave.com/fr/admin/login,BIENS DIVERS / VIN,15/06/22,amf
groupementprivegestion.com,groupementprivegestion.com,AUTRE ACTEUR NON AUTORISÉ,15/06/22,amf
prénom.nom@klesia-finances.com,prénom.nom@klesia-finances.com,USURPATION,15/06/22,amf
milleis.vip/login,milleis.vip/login,USURPATION,15/06/22,amf
info@milleis.vip,info@milleis.vip,USURPATION,15/06/22,amf
service.reservation@lfpi-am.com,service.reservation@lfpi-am.com,USURPATION,13/06/22,amf
prénom.nom@hellobank-online.com,prénom.nom@hellobank-online.com,USURPATION,13/06/22,amf
medeis-amf-france.org,medeis-amf-france.org,USURPATION AMF,08/06/22,amf
prénom.nom@groupegecina.com,prénom.nom@groupegecina.com,USURPATION,08/06/22,amf
prénom.nom@service-client-airbus-gmbh.com,prénom.nom@service-client-airbus-gmbh.com,USURPATION,08/06/22,amf
prénom.nom@airbus-gmbh-service-clients.com,prénom.nom@airbus-gmbh-service-clients.com,USURPATION,08/06/22,amf
prénom.nom@imaxa-belgium.com,prénom.nom@imaxa-belgium.com,USURPATION,08/06/22,amf
www.bnp-otc.com,www.bnp-otc.com,USURPATION,02/06/22,amf
administratif@fontaine-conseil.com,administratif@fontaine-conseil.com,USURPATION,02/06/22,amf
www.trade-horizon.com/fr,www.trade-horizon.com/fr,FOREX,02/06/22,amf
www.tradehorizon2.com/fr,www.tradehorizon2.com/fr,FOREX,02/06/22,amf
www.mergers-capital.com,www.mergers-capital.com,FOREX,02/06/22,amf
contact@rvlt-assetmanagement.com,contact@rvlt-assetmanagement.com,USURPATION,02/06/22,amf
top-epargne-2022.com,top-epargne-2022.com,USURPATION,02/06/22,amf
prénom.nom@onlinedegirofr.com,prénom.nom@onlinedegirofr.com,USURPATION,20/05/22,amf
www.market.frdegiro-online.com/login,www.market.frdegiro-online.com/login,USURPATION,20/05/22,amf
prénom.nom@bk-alpinum-info.com,prénom.nom@bk-alpinum-info.com,USURPATION,20/05/22,amf
boetie-container.com,boetie-container.com,USURPATION,20/05/22,amf
www.bitiq.app/fr,www.bitiq.app/fr,CRYPTO-ACTIFS,20/05/22,amf
www.bybit.com,www.bybit.com,CRYPTO-ACTIFS,20/05/22,amf
prénom.nom@bmfgestion.com,prénom.nom@bmfgestion.com,USURPATION,10/05/22,amf
www.groupe-lrconseil.com/fr,www.groupe-lrconseil.com/fr,BIENS DIVERS / VIN,10/05/22,amf
www.top-placements-2022.com/comparateur-actions-2022,www.top-placements-2022.com/comparateur-actions-2022,AUTRE ACTEUR NON AUTORISÉ,04/05/22,amf
www.bnp-otccoin.com,www.bnp-otccoin.com,USURPATION,04/05/22,amf
www.bnp-coin.com,www.bnp-coin.com,USURPATION,04/05/22,amf
flexam-invest.co,flexam-invest.co,USURPATION,04/05/22,amf
www.primeonline.trade/fr,www.primeonline.trade/fr,FOREX,04/05/22,amf
t.me/autoritedes,t.me/autoritedes,USURPATION AMF,28/04/22,amf
prénom.nom@bestinver-gestion.com,prénom.nom@bestinver-gestion.com,USURPATION,28/04/22,amf
prénom.nom@boursorama-europe.com,prénom.nom@boursorama-europe.com,USURPATION,28/04/22,amf
www.gst-investissements.com,www.gst-investissements.com,BIENS DIVERS / VIN,28/04/22,amf
www.xnvest.com,www.xnvest.com,FOREX,28/04/22,amf
www.axeprogroup.com,www.axeprogroup.com,FOREX,28/04/22,amf
fr.xpoken.com,fr.xpoken.com,FOREX,28/04/22,amf
prénom.nom@tikehau-gestion.com,prénom.nom@tikehau-gestion.com,USURPATION,26/04/22,amf
www.milleis-bk.com,www.milleis-bk.com,USURPATION,26/04/22,amf
www.coinhouse.ltd,www.coinhouse.ltd,USURPATION,26/04/22,amf
prénom.nom@malakoff-gestion.com,prénom.nom@malakoff-gestion.com,USURPATION,20/04/22,amf
www.malakoff-gestion.com,www.malakoff-gestion.com,USURPATION,20/04/22,amf
www.swissmarketfx.com,www.swissmarketfx.com,FOREX,20/04/22,amf
www.shares2win.com,www.shares2win.com,FOREX,20/04/22,amf
www.profundseu.com,www.profundseu.com,FOREX,20/04/22,amf
www.businessempire.fr,www.businessempire.fr,FOREX,20/04/22,amf
honorfx.com/fr,honorfx.com/fr,FOREX,20/04/22,amf
www.finanbelt.com/fr,www.finanbelt.com/fr,FOREX,20/04/22,amf
tntroyal.com,tntroyal.com,FOREX,20/04/22,amf
europatradecapital.com/fr/,europatradecapital.com/fr/,FOREX,20/04/22,amf
www.swiss29.com,www.swiss29.com,FOREX,20/04/22,amf
crfp8-carrefour.com,crfp8-carrefour.com,USURPATION,14/04/22,amf
prénom.nom@sofax-b.fr,prénom.nom@sofax-b.fr,USURPATION,14/04/22,amf
prénom.nom@vontobel-patrimoine.com,prénom.nom@vontobel-patrimoine.com,USURPATION,14/04/22,amf
www.vontobel-patrimoine.com,www.vontobel-patrimoine.com,USURPATION,14/04/22,amf
prénom.nom@ingdiba-france.com,prénom.nom@ingdiba-france.com,USURPATION,12/04/22,amf
www.wc-client261872.com/fr,www.wc-client261872.com/fr,USURPATION,12/04/22,amf
prénom.nom@edmondderothschild-private-equity.com,prénom.nom@edmondderothschild-private-equity.com,USURPATION,12/04/22,amf
contact@totalsolar-france.fr,contact@totalsolar-france.fr,USURPATION,12/04/22,amf
prénom.nom@totalsolar-intl.fr,prénom.nom@totalsolar-intl.fr,USURPATION,12/04/22,amf
prénom.nom@totalgroupe.fr,prénom.nom@totalgroupe.fr,USURPATION,12/04/22,amf
amf-france.cloud,amf-france.cloud,USURPATION AMF,12/04/22,amf
fr-amf.com,fr-amf.com,USURPATION AMF,12/04/22,amf
fr-amf.fr,fr-amf.fr,USURPATION AMF,12/04/22,amf
prénom.nom@icade-support.fr,prénom.nom@icade-support.fr,USURPATION,08/04/22,amf
prénom.nom@acadian-asset.management,prénom.nom@acadian-asset.management,USURPATION,08/04/22,amf
www.moxabank.com,www.moxabank.com,USURPATION,08/04/22,amf
fr.foxane.com,fr.foxane.com,FOREX,08/04/22,amf
fr.brokeragea.com,fr.brokeragea.com,FOREX,08/04/22,amf
www.monex-finance-expert.fr,www.monex-finance-expert.fr,USURPATION,05/04/22,amf
www.conseil-investissement.net/campagne-fdj-2022,www.conseil-investissement.net/campagne-fdj-2022,USURPATION,05/04/22,amf
prénom.nom@groupe-halisol-france.com,prénom.nom@groupe-halisol-france.com,USURPATION,05/04/22,amf
prénom.nom@groupehalisol-france.com,prénom.nom@groupehalisol-france.com,USURPATION,05/04/22,amf
prénom.nom@service-client-ingdiba-ag.com,prénom.nom@service-client-ingdiba-ag.com,USURPATION,31/03/22,amf
www.blfund-eco.com,www.blfund-eco.com,USURPATION,31/03/22,amf
prénom.nom@blfund-eco.com,prénom.nom@blfund-eco.com,USURPATION,31/03/22,amf
www.bnpotc.com,www.bnpotc.com,USURPATION,31/03/22,amf
www.bf-investment.net,www.bf-investment.net,AUTRE ACTEUR NON AUTORISÉ,31/03/22,amf
prénom.nom@munich-inv.com,prénom.nom@munich-inv.com,USURPATION,31/03/22,amf
prénom.nom@tikehaucapital.eu,prénom.nom@tikehaucapital.eu,USURPATION,31/03/22,amf
www.jpha-conseil.com,www.jpha-conseil.com,BIENS DIVERS / VIN,22/03/22,amf
prénom.nom@fr-degirodirect.com,prénom.nom@fr-degirodirect.com,USURPATION,22/03/22,amf
www.demo-efg-private.com/login,www.demo-efg-private.com/login,USURPATION,22/03/22,amf
prénom.nom@efg-private.com,prénom.nom@efg-private.com,USURPATION,22/03/22,amf
www.openbkgestion.com/login,www.openbkgestion.com/login,USURPATION,22/03/22,amf
prénom.nom@openbkgestion-ep.com,prénom.nom@openbkgestion-ep.com,USURPATION,22/03/22,amf
prénom.nom@andreascapital-online.com,prénom.nom@andreascapital-online.com,USURPATION,22/03/22,amf
prénom.nom@degiro-flatx.com,prénom.nom@degiro-flatx.com,USURPATION,22/03/22,amf
www.454fgd523.com/login,www.454fgd523.com/login,USURPATION,22/03/22,amf
prénom.nom@u-client.com,prénom.nom@u-client.com,USURPATION,07/03/22,amf
prénom.nom@ampere.clients-management.fr,prénom.nom@ampere.clients-management.fr,USURPATION,07/03/22,amf
prénom.nom@amundi-management.com,prénom.nom@amundi-management.com,USURPATION,07/03/22,amf
www.lyxorpro.com,www.lyxorpro.com,USURPATION,07/03/22,amf
prénom.nom@hottinguer-europe.com,prénom.nom@hottinguer-europe.com,USURPATION,07/03/22,amf
www.baquehottinguer.com,www.baquehottinguer.com,USURPATION,07/03/22,amf
www.celsius-groupe.com,www.celsius-groupe.com,USURPATION,07/03/22,amf
accesoprivada-crgsa.com,accesoprivada-crgsa.com,USURPATION,23/02/22,amf
service.client@carregosa-gestion.com,service.client@carregosa-gestion.com,USURPATION,23/02/22,amf
contact@eiffageenergiesystemes-placement.fr,contact@eiffageenergiesystemes-placement.fr,USURPATION,23/02/22,amf
kapital-trade.com/langs/french/index.php,kapital-trade.com/langs/french/index.php,FOREX,21/02/22,amf
investarea.com/?lang=fr,investarea.com/?lang=fr,FOREX,21/02/22,amf
www.tandemmarkets.com/fr,www.tandemmarkets.com/fr,FOREX,21/02/22,amf
www.metropole-conseil.com,www.metropole-conseil.com,USURPATION,21/02/22,amf
prénom.nom@quaerocapital-paris.com,prénom.nom@quaerocapital-paris.com,USURPATION,16/02/22,amf
souscription@bbaitaufrance.com,souscription@bbaitaufrance.com,USURPATION,16/02/22,amf
axa-gestion.com,axa-gestion.com,USURPATION,16/02/22,amf
prénom.nom@axa-lifeurope.com,prénom.nom@axa-lifeurope.com,USURPATION,09/02/22,amf
prénom.nom@allianztechnology.eu,prénom.nom@allianztechnology.eu,USURPATION,09/02/22,amf
www.alzaccess.com,www.alzaccess.com,USURPATION,09/02/22,amf
helio-logistique.com,helio-logistique.com,FINANCEMENT PARTICIPATIF,09/02/22,amf
www.jdbr-investissements.com,www.jdbr-investissements.com,BIENS DIVERS / VIN,09/02/22,amf
bordeauxdirect1969.com/login,bordeauxdirect1969.com/login,BIENS DIVERS / VIN,09/02/22,amf
moncompte-karista.com/login.php,moncompte-karista.com/login.php,USURPATION,04/02/22,amf
contact@eiffage-placement.com,contact@eiffage-placement.com,USURPATION,04/02/22,amf
prénom.nom@aglmimmo.com,prénom.nom@aglmimmo.com,USURPATION,04/02/22,amf
newsplacements.fr/container,newsplacements.fr/container,BIENS DIVERS / CONTENEUR,04/02/22,amf
prénom.nom.lafrancaise@gmail.com,prénom.nom.lafrancaise@gmail.com,USURPATION,31/01/22,amf
hsbc@clients-globalassetmanagement.com,hsbc@clients-globalassetmanagement.com,USURPATION,31/01/22,amf
prénom.nom@gv-corporate.com,prénom.nom@gv-corporate.com,USURPATION,27/01/22,amf
prénom.nom@conseils-ate-europe.com,prénom.nom@conseils-ate-europe.com,USURPATION,27/01/22,amf
prénom.nom@sacam-immobilier.fr,prénom.nom@sacam-immobilier.fr,USURPATION,27/01/22,amf
prénom.nom@fil-gestion.com,prénom.nom@fil-gestion.com,USURPATION,20/01/22,amf
prénom.nom@nrp-finance.com,prénom.nom@nrp-finance.com,USURPATION,20/01/22,amf
www.nrpfinance.com,www.nrpfinance.com,USURPATION,20/01/22,amf
amf-france-opa.org,amf-france-opa.org,USURPATION AMF,20/01/22,amf
prénom.nom@bmf-management.com,prénom.nom@bmf-management.com,USURPATION,17/01/22,amf
prénom.nom@cabinet-monier.com,prénom.nom@cabinet-monier.com,USURPATION,17/01/22,amf
kf-finance.net,kf-finance.net,AUTRE ACTEUR NON AUTORISÉ,17/01/22,amf
peroue-conseils.com/fr/admin/login,peroue-conseils.com/fr/admin/login,BIENS DIVERS / VIN,17/01/22,amf
gsfinances.fr,gsfinances.fr,AUTRE ACTEUR NON AUTORISÉ,11/01/22,amf
groupe-orel.com,groupe-orel.com,FINANCEMENT PARTICIPATIF,11/01/22,amf
batuequity.com,batuequity.com,FINANCEMENT PARTICIPATIF,11/01/22,amf
www.aspoma-capital.com,www.aspoma-capital.com,USURPATION,11/01/22,amf
axa-im.info,axa-im.info,USURPATION,11/01/22,amf
service-financier@totalenergies-investissement.fr,service-financier@totalenergies-investissement.fr,USURPATION,10/01/22,amf
prénom.nom@total.energies-invest.fr,prénom.nom@total.energies-invest.fr,USURPATION,10/01/22,amf
info@totalenergies-invest.fr,info@totalenergies-invest.fr,USURPATION,10/01/22,amf
info@total.energies-invest.fr,info@total.energies-invest.fr,USURPATION,10/01/22,amf
prénom.nom@optimep-4.com,prénom.nom@optimep-4.com,USURPATION,10/01/22,amf
fmarketx.com,fmarketx.com,FOREX,10/01/22,amf
www.infinity4x.com,www.infinity4x.com,FOREX,10/01/22,amf
zmarket.global/fr,zmarket.global/fr,FOREX,10/01/22,amf
alphatradeplus.com,alphatradeplus.com,FOREX,10/01/22,amf
igcmarkets.com/fr,igcmarkets.com/fr,FOREX,10/01/22,amf
www.centogx.com,www.centogx.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,10/01/22,amf
prénom.nom@primonial-reim.eu,prénom.nom@primonial-reim.eu,USURPATION,05/01/22,amf
prénom.nom@infos-inv.com,prénom.nom@infos-inv.com,USURPATION,05/01/22,amf
contact@ing-europe.fr,contact@ing-europe.fr,USURPATION,05/01/22,amf
prénom.nom@onlinebarclaysolution.com,prénom.nom@onlinebarclaysolution.com,USURPATION,05/01/22,amf
inv-quest.com,inv-quest.com,USURPATION,05/01/22,amf
www.dashboardf.com,www.dashboardf.com,USURPATION,05/01/22,amf
www.fondsfinansas.com,www.fondsfinansas.com,USURPATION,05/01/22,amf
service.client@ebase-info.com,service.client@ebase-info.com,USURPATION,23/12/21,amf
prénom.nom@maiestas.eu,prénom.nom@maiestas.eu,USURPATION,23/12/21,amf
coviviocapital.com,coviviocapital.com,USURPATION,16/12/21,amf
prénom.nom@hcp-gestion.com,prénom.nom@hcp-gestion.com,USURPATION,16/12/21,amf
prénom.nom@cmacgm-investor.fr,prénom.nom@cmacgm-investor.fr,USURPATION,16/12/21,amf
prénom.nom@management-asset-am.com,prénom.nom@management-asset-am.com,USURPATION,16/12/21,amf
prénom.nom@reim-primonial.fr,prénom.nom@reim-primonial.fr,USURPATION,07/12/21,amf
www.conseil-ate-europe.com,www.conseil-ate-europe.com,USURPATION,07/12/21,amf
contact@bs-secure.com,contact@bs-secure.com,USURPATION,07/12/21,amf
prénom.nom@am-management-asset.com,prénom.nom@am-management-asset.com,USURPATION,03/12/21,amf
web.coinhouse.top,web.coinhouse.top,USURPATION,03/12/21,amf
www.eephad75.com,www.eephad75.com,USURPATION,03/12/21,amf
prénom.nom@gestion-fil.com,prénom.nom@gestion-fil.com,USURPATION,01/12/21,amf
contact@ethenea-paris.com,contact@ethenea-paris.com,USURPATION,01/12/21,amf
prénom.nom@lion-capital-europe.fr,prénom.nom@lion-capital-europe.fr,USURPATION,01/12/21,amf
prénom.nom@private-ing.com,prénom.nom@private-ing.com,USURPATION,01/12/21,amf
www.acces-personnel.com,www.acces-personnel.com,USURPATION,01/12/21,amf
www.bitlionnaire.com,www.bitlionnaire.com,CRYPTO-ACTIFS,01/12/21,amf
hbginternational.com,hbginternational.com,AUTRE ACTEUR NON AUTORISÉ,01/12/21,amf
www.ebanking.hrel-france.com/login,www.ebanking.hrel-france.com/login,USURPATION,26/11/21,amf
support@hrel-france.fr,support@hrel-france.fr,USURPATION,26/11/21,amf
service.administratif@fcp-ehpad.sogecampus.fr,service.administratif@fcp-ehpad.sogecampus.fr,USURPATION,26/11/21,amf
service.client@inscription-airbus-gmbh.com,service.client@inscription-airbus-gmbh.com,USURPATION,24/11/21,amf
prénom.nom@gr-ortelius.com,prénom.nom@gr-ortelius.com,USURPATION,24/11/21,amf
prénom.nom@gestion-fortunes.com,prénom.nom@gestion-fortunes.com,USURPATION,24/11/21,amf
www.portail-kf.com/login,www.portail-kf.com/login,USURPATION,24/11/21,amf
prénom.nom@lafrancaise-management.fr,prénom.nom@lafrancaise-management.fr,USURPATION,24/11/21,amf
prénom.nom@poste-immo-gestion.fr,prénom.nom@poste-immo-gestion.fr,USURPATION,24/11/21,amf
ate-gestion.com,ate-gestion.com,USURPATION,24/11/21,amf
ugegroupbv.be,ugegroupbv.be,BIENS DIVERS / OR,24/11/21,amf
sogecampus-ehpad@financier.com,sogecampus-ehpad@financier.com,USURPATION,19/11/21,amf
prénom.nom@theia-immo.com,prénom.nom@theia-immo.com,USURPATION,19/11/21,amf
www.altimeo-finance.com,www.altimeo-finance.com,USURPATION,19/11/21,amf
www.bitengecko.com,www.bitengecko.com,FOREX,19/11/21,amf
22-trading.com,22-trading.com,FOREX,19/11/21,amf
www.orangefx247.com,www.orangefx247.com,FOREX,19/11/21,amf
www.standpointfinance.com/#home,www.standpointfinance.com/#home,FOREX,19/11/21,amf
fr.fundiza.com,fr.fundiza.com,FOREX,19/11/21,amf
www.currenxro.com/fr,www.currenxro.com/fr,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,19/11/21,amf
intraders.com/fr,intraders.com/fr,FOREX,19/11/21,amf
goldengates.global/fr,goldengates.global/fr,FOREX,19/11/21,amf
mybitchain.com,mybitchain.com,FOREX,19/11/21,amf
www.cryptofundfx.com,www.cryptofundfx.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,19/11/21,amf
primonial-group.com,primonial-group.com,USURPATION,16/11/21,amf
vontobel-gestion.com,vontobel-gestion.com,USURPATION,16/11/21,amf
prénom.nom@vontobel-gestion.com,prénom.nom@vontobel-gestion.com,USURPATION,16/11/21,amf
dlpknortia@dr.com,dlpknortia@dr.com,USURPATION,10/11/21,amf
service.administratif@cvc-capitalpartners.com,service.administratif@cvc-capitalpartners.com,USURPATION,10/11/21,amf
service-client@bb-personal.com,service-client@bb-personal.com,USURPATION,10/11/21,amf
contact@cvc-capitalpartners.com,contact@cvc-capitalpartners.com,USURPATION,10/11/21,amf
prénom.nom@bbi-client.com,prénom.nom@bbi-client.com,USURPATION,10/11/21,amf
barclaysbplc.com,barclaysbplc.com,USURPATION,10/11/21,amf
ostrumam.com,ostrumam.com,USURPATION,10/11/21,amf
prénom.nom@aglmimmo.fr,prénom.nom@aglmimmo.fr,USURPATION,10/11/21,amf
barclaystrade.com,barclaystrade.com,USURPATION,10/11/21,amf
www.sasinef.com,www.sasinef.com,BIENS DIVERS / VIN,10/11/21,amf
www.flaconseil.com,www.flaconseil.com,BIENS DIVERS / VIN,10/11/21,amf
www.sa-sinef.com,www.sa-sinef.com,BIENS DIVERS / VIN,10/11/21,amf
prénom.nom@gestion-tam.com,prénom.nom@gestion-tam.com,USURPATION,08/11/21,amf
prénom.nom@poste.immo-groupe.com,prénom.nom@poste.immo-groupe.com,USURPATION,08/11/21,amf
prénom.nom@altamontparnasse.fr,prénom.nom@altamontparnasse.fr,USURPATION,08/11/21,amf
infos@holding-beaujon.com,infos@holding-beaujon.com,USURPATION,04/11/21,amf
myaccountorbit.com,myaccountorbit.com,USURPATION,04/11/21,amf
ams-trade.net,ams-trade.net,USURPATION,04/11/21,amf
gestion-fortune.com,gestion-fortune.com,USURPATION,04/11/21,amf
www.dashboard-2sp.com,www.dashboard-2sp.com,USURPATION,02/11/21,amf
prénom.nom@gestion-apc.com,prénom.nom@gestion-apc.com,USURPATION,02/11/21,amf
groupeeuropeaxa@gmail.com,groupeeuropeaxa@gmail.com,USURPATION,02/11/21,amf
gestion-medard.com,gestion-medard.com,FINANCEMENT PARTICIPATIF,25/10/21,amf
prénom.nom@extendam.net,prénom.nom@extendam.net,USURPATION,25/10/21,amf
prénom.nom@lafrancaise-management.com,prénom.nom@lafrancaise-management.com,USURPATION,25/10/21,amf
prénom.nom@totalenergies-investissement.fr,prénom.nom@totalenergies-investissement.fr,USURPATION,25/10/21,amf
prénom.nom@epargne-corum.com,prénom.nom@epargne-corum.com,USURPATION,25/10/21,amf
ostrumgroup.com,ostrumgroup.com,USURPATION,25/10/21,amf
service-financier@bouygues-immobilier-investissements.fr,service-financier@bouygues-immobilier-investissements.fr,USURPATION,15/10/21,amf
service.client@sogecampus.fr,service.client@sogecampus.fr,USURPATION,15/10/21,amf
www.fla-conseil.com,www.fla-conseil.com,BIENS DIVERS / VIN,15/10/21,amf
s.administratif@dumasconseil.com,s.administratif@dumasconseil.com,USURPATION,13/10/21,amf
contact@euryaleassetmanagement.com,contact@euryaleassetmanagement.com,USURPATION,13/10/21,amf
support@objectifmondesicav.com,support@objectifmondesicav.com,USURPATION,13/10/21,amf
www.objectifmondesicav.com,www.objectifmondesicav.com,USURPATION,13/10/21,amf
