name,website,category,date,source
Tradefex Investments,https://tradefexinvestments.com/,,2022-01-18,fca
Jet Trade Forex Investment,https://jettradeforexinvestment.com/,,2022-01-18,fca
Corriegarth Wind Energy/ www.corriegarthwindenergy.com (Please note this has no link to Corriegarth Wind Energy Holdings Limited Company number SC253383 or Corriegarth Wind Energy Limited Company number SC486712),www.corriegarthwindenergy.com,,2022-01-19,fca
TRADING BULL LIMITED,https://tradingbullltd.com/,,2022-01-18,fca
TRADE CITY,"https://tradecity.eu/, https://tradecity.eu/cfd.html, https://tradecity.eu/forex.html",,2022-01-19,fca
union apex credit bank,www.unionapexcredit.com,,2022-01-19,fca
elitefxoptiontrade,www.elitefxoptiontrade.com,,2022-01-19,fca
Bendigo Coins LTD (clone of FCA authorised firm),https://bendigocoins.com/,,2022-01-19,fca
Kensington Capital UK,https://kensingtoncapitaluk.com/,,2022-01-19,fca
ukinjuryclaim.co.uk (Clone of FCA Authorised Firm),http://ukinjuryclaim.co.uk/,,2022-01-19,fca
Miners-Gold,https://miners-gold.co/,,2022-01-20,fca
UPRISE FOREX INVESTMENT,https://upriseforexinvestment.com/,,2022-01-20,fca
MINING HUB,https://mining-hub.ltd/,,2022-01-20,fca
CRYPTOFILEOPTION,https://cryptofileoption.com/,,2022-01-20,fca
Essem Trading,https://essemtrading.com/,,2022-01-20,fca
Mystocks24,www.mystocks24.io,,2022-01-13,fca
PANACEA INVESTMENT / panaceainvestment.com LTD,https://panaceainvestment.com/,,2022-01-20,fca
Maxcoin Miners Ltd,https://maxcoin-miners.site/,,2022-01-14,fca
Coinappfx,https://app.coinappfx.com/,,2022-01-13,fca
Hexus Finance Limited,http://www.hexusfinance.co.uk/,,2022-01-14,fca
B77 Trading & Cryptservers LTD,https://b77tradingcryptserversltd.com/,,2022-01-14,fca
Coinex Trade Hub,https://coinextradehub.com/,,2022-01-13,fca
Becker Crypto Investment,www.Beckercryptoinvestment.com,,2022-01-17,fca
Tetra Invest London Plc/ Tetra Invest (clone of FCA Authorised firm),"www.tetra-invest.co, https://tetra-invest.world/, https://tetra-invest.pro/",,2022-01-13,fca
Kylex CryptoFx,https://kylexcryptofx.com/,,2022-01-14,fca
Keyfunders / Key Funders (Clone of FCA Authorised Firm),www.keyfunders.co,,2022-01-17,fca
MCMILL INTERNATIONAL SECURITIES LLC,www.mcmillinternationalsecuritiesllc.com,,2022-01-17,fca
SOLID CRYPTO FX,https://solidcrypto-fx.com/,,2022-01-14,fca
Bitcoincryptocurrencyfxtrading,www.bitcoincryptocurrencyfxtrading.com,,2022-01-17,fca
BitcoinCryptoFX,www.bitcoincryptofx.net,,2022-01-17,fca
Great Crypto Assets,www.greatcryptoassets.com,,2022-01-17,fca
Interactive Brokers (clone of an FCA Authorised Firm),,,2022-01-18,fca
BEST FOREX TRADING LTD,https://bestforex-trading.com/,,2022-01-18,fca
MAXI CAPITAL FOREX INVEST,https://maxicapitalforexinvest.com/,,2022-01-18,fca
PROCESS CAPITAL LIMITED,https://processcapitalimited.com,,2022-01-17,fca
YEW Trading Ltd,https://www.yew-trading.net/,,2022-01-18,fca
WEBSTAR TRADING Ltd,https://webstar-trading.com/,,2022-01-18,fca
SprimStock FX,https://sprimstockfx.com/,,2022-01-18,fca
Green Bond Rates,www.greenbondrates.com,,2022-01-20,fca
expertfxbitmining,www.expertfxbitmining.com,,2022-01-18,fca
FxcryptoBitmining,www.fxcryptobitmining.com,,2022-01-18,fca
Easy Credit Loans,www.easycreditloans.co.uk,,2022-01-18,fca
Bit Trade FX,https://bittradefxinvestment.com/,,2022-01-12,fca
Crypto Thrust,www.cryptothrust.net,,2022-01-20,fca
DARIKCOIN,https://darikcoin.info/,,2022-01-20,fca
Crypto Hub Investments,https://cryptohubinvestments.com/,,2022-01-12,fca
COINCLOUD CRYPTO INVESTMENT,https://coincloudcryptoinvest.com/,,2022-01-12,fca
GREENINVESTCRYPTO,https://greeninvestcrypto.com/,,2022-01-12,fca
firstcryptofx,https://firstcryptofx.com/,,2022-01-12,fca
CRYPTO EMPIREFX LTD,https://cryptoe-mpirefx.com/,,2022-01-12,fca
FIRSTFXMARKET,https://firstfxmarket.com/,,2022-01-12,fca
Coindex Trade,https://coinindextrade.com/,,2022-01-13,fca
BinaryForexCrypto LTD,https://binaryforexcrypto.com/,,2022-01-13,fca
FXCRYPTOLEGALTRADE,https://fxcryptolegaltrade.com/,,2022-01-12,fca
accuratecryptofxtraders247,www.accuratecryptofxtraders247.com,,2022-01-12,fca
Nutmeg Easy Invest / nutmegeasyinvest.com (Clone of FCA authorised firm),"www.nutmegeasyinvest.com, investor.nutmegeasyinvest.com",,2022-01-12,fca
BelCryptoFX Ltd,https://belcryptofx.com/,,2022-01-13,fca
FX INVESTMENT Ltd,https://fxinvestmentsworld.com/,,2022-01-13,fca
CRYPTOFXTRADESTOCK,https://cryptofxtradestock.com/,,2022-01-13,fca
World FX Market,www.worldfxmarket.com,,2022-01-13,fca
Fxtdpro,www.fxtdpro.com,,2022-01-13,fca
TradeFx Gains Crypto,https://tradefxgainscrypto.com/,,2022-01-13,fca
Prolificoin,www.prolificoin.com,,2022-01-13,fca
Wealth Crypto Ltd,www.wealthcrypto-ltd.com,,2022-01-13,fca
HPS Partners / HPS Investment Partners (Clone of FCA Authorised firms),"www.hpspartners.co.uk, www.fixedincome-hps.com, https://client-fixedincome-hps.com",,2022-01-13,fca
Experttrading,www.experttrading1.com,,2022-01-10,fca
Nominex Crypto Option LTD,https://nominexcryptooption.com/,,2022-01-13,fca
CashHuntFx (Clone of former PSD Agent),https://www.cashhuntfx.com/,,2022-01-13,fca
cryptoforexvest,www.cryptoforexvest.com,,2022-01-13,fca
MAXIMILLIONIARE COIN LTD,https://maxmillionairecoin.com/,,2022-01-13,fca
Starleeft,https://starleeft.com/,,2022-01-11,fca
Loyalty FX Markets,https://loyaltyfxmarket.com/,,2022-01-11,fca
FX Crypto Binary,https://fxcryptobinary.com/,,2022-01-11,fca
Global Logic Crypto Investment,https://globallogiccryptoinvest.com/,,2022-01-11,fca
Drummonds Child & Co / drummondschildandco.com (clone of FCA authorised firm),"www.drummondschildandco.com, Drummondstradingplatform.com",,2022-01-10,fca
LeadWayCryptoFX INC,https://leadwaycryptofx.com/,,2022-01-11,fca
Pictet UK (clone of FCA authorised firm),"www.ukpictet.com, wmappuk.com/resources/pictet/uk/apply",,2022-01-11,fca
Crypto Hot FX,https://crypto-hotfx.com,,2022-01-11,fca
TokenVault,https://tokenvault.online/,,2022-01-11,fca
Gain Crypto,www.gain-cryptoinvestment.com,,2022-01-11,fca
cryptofxvalley,www.cryptofxvalley.com,,2022-01-11,fca
FXCT Investments,https://fxctinvestments2.com/,,2022-01-11,fca
British Investment Bonds,https://britishinvestmentbonds.com/,,2022-01-11,fca
ZOOM GLOBAL FX,https://zoomglobalfx.com/,,2022-01-11,fca
All Crypto Invest,https://allcryptoinvest.com/,,2022-01-11,fca
bitfargo.io,www.bitfargo.io,,2022-01-11,fca
Investing Solution FX,https://investingsolutionfx.com/,,2022-01-11,fca
DIRECT FX TRADE,https://directfxtrade.online/,,2022-01-11,fca
Great Barrier Reef,www.gbrforex.com,,2022-01-11,fca
FX CRYPTO PROFIT LIMITED,https://fx-cryptosprofit.com/,,2022-01-07,fca
HycmCapitalMarkets (clone of FCA authorised firm),https://hycmcapitalmarkets.com/,,2022-01-07,fca
cryptoleashedfx,www.cryptoleashedfx.com,,2022-01-11,fca
Coin Pump FX,www.coinpumpfx.com,,2022-01-07,fca
CoinxGlobal,www.coinxglobal.com,,2022-01-07,fca
digitalassetcryptocurrency,www.digitalassetcryptocurrency.com,,2022-01-12,fca
Cooper Stanley Associates,cooperstanleyassociates.com,,2022-01-07,fca
Accesscapitalfx,www.accesscapitalfx.com,,2022-01-07,fca
ELITE INVESTMENT FX,https://eliteinvestmentfx.net/,,2022-01-11,fca
BDIMarkets / BDI Markets,"bdimarkets.com, webtrader.bdimarkets.com, client.bdimarkets.com",,2022-01-07,fca
Emerging Markets Group / Emerging Markets Group Limited (Clone of UK registered limited company),"https://emerging-markets-group.com/, http://www.emergingmarketsgroup.net/",,2022-01-07,fca
Global Lenders,globallenders.co.uk,,2022-01-07,fca
MercuryFX Investments,https://mercuryfxinvestments.com/,,2022-01-11,fca
Elite UK Bonds (Clone of previously FCA authorised firm),www.discoverlandgbonds.com,,2022-01-10,fca
Crypto Standard Fx Trading Ltd,https://cryptostandard-fxtrading.com/,,2022-01-10,fca
Step Clear to Change,"www.stepcleartochange.org, stephelpfree.co.uk, steptochanges.com",,2022-01-07,fca
FX Crypto Currency Trades,https://fxcryptocurrencytrades.com/,,2022-01-10,fca
CryptoMiningVaultminingFX,https://cryptovaultminingfx.com/,,2022-01-10,fca
Apexcryptofxtrade Company,https://apexcryptofxtrade.net/,,2022-01-10,fca
Ukcryptoxld,https://ukcryptoxld.com/,,2022-01-10,fca
Crypto Infinite Miners,"https://cryptofxminingtrade.online, http://cryptofxminingtraders.online/, https://cryptofxinfiniteminers.online",,2022-01-07,fca
GL Prime Trade FX,www.Glprimetradefx.com,,2022-01-10,fca
digitalinvestiocoin,www.digitalinvestio-fx.com,,2022-01-10,fca
Vintage Crypto Assets,https://vintagecryptoassets.com/,,2022-01-12,fca
Forex iTrade,https://fxminvest.com/,,2022-01-10,fca
International Chamber Broker,www.icbroker.com,,2022-01-10,fca
Moneysmart,,,2022-01-10,fca
cryptofxinvest1,www.cryptofxinvest1.com,,2022-01-10,fca
GoCompare Fixed Rates / Gocomparefixedrates.com (Clone of FCA authorised firm),www.gocomparefixedrates.com,,2022-01-10,fca
Dunfermline Direct (Clone of trading name of FCA authorised firm),"www.dunfermline-direct.com, www.dunfermlinedirect.co, www.dunfermlinedirect.net",,2022-01-10,fca
Foreign Investments Enforcement Division,http://www.fied-gov.org/index.html,,2022-01-20,fca
Crypto Profit Mil Trading Services,www.cryptoprofitmil.online,,2022-01-20,fca
UTB Partners (Clone of FCA authorised firm),www.utbpartners.com,,2022-01-05,fca
360Investlive,WWW.360INVESTLIVE.COM,,2022-01-06,fca
Cube Renewables (https://cube-renewables.co.uk/),https://cube-renewables.co.uk/,,2022-01-25,fca
CRYPTO GROWTH LABS,https://cryptogrowthlabs.com/,,2022-01-21,fca
Skystone Consulting Group LLC,,,2022-01-25,fca
SUPER TRADE FX,https://supertradesfx.com/,,2022-01-27,fca
The Crypto Investment Lab Ltd,https://cryptoinvestmentlab.com/,,2022-01-06,fca
Cryptofxbody,https://cryptofxbody.online/,,2022-01-06,fca
F.C. TRADING (U.K.) LIMITED,"https://futurecurrencytrading.pro/, www.fctrading.pro",,2022-01-25,fca
Crypto FX Fast Mining,https://cryptofxfastmining.com/,,2022-01-06,fca
Aarambh India FX,www.arambhindiafx.com,,2022-01-06,fca
bullish fx markets,www.bullishfxmarkets.com,,2022-01-06,fca
Cryptostack FxTrade,https://cryptostackfxtrade.com/,,2022-01-06,fca
Protradefxt,https://protradefxt.com/,,2022-01-06,fca
AceTopFinancial (Clone of FCA Authorised Firm),www.acetopfin.com/?lang=en,,2022-01-06,fca
advancedfxmarket.com,https://advancedfxmarket.com/,,2022-01-06,fca
Afxtradingmarket,https://afxtradingmarket.com/,,2022-01-06,fca
Arzik Financial,www.arzik-financial.com,,2022-01-06,fca
Coin Lab Ltd,www.coinlabltd.online,,2022-01-06,fca
ETFX Market,https://etfxmarkets.com/,,2022-01-07,fca
Stock Online Options,https://stockonlineoptions.com/,,2022-01-06,fca
Market TradeFx,https://markettradefx.com/,,2022-01-07,fca
Crypto Market Trading Ltd,https://crypto-market.ltd/,,2022-01-07,fca
Forexminingsfx.com,https://forexminingsfx.com/,,2022-01-07,fca
TRADEMOREFX,https://tmorefx.com/,,2022-01-07,fca
Cryptospotfx International Ltd,https://cryptospotfx.com/,,2022-01-07,fca
Trading Market,https://trading-market.online/,,2022-01-07,fca
Credit Suisse AG / CSIF (Lux) (Clone of FCA Authorised firm),,,2022-01-06,fca
SuperiorCryptoTrade,https://superiorcryptotrade.com/,,2022-01-27,fca
EASYINCOMEFX,https://easyincomefx.online,,2021-12-30,fca
DASHFX TRADE,www.dashfxtrade.com,,2022-01-28,fca
Top Trade Group,"https://toptrade.cc, www.toptradegroup.com, https://toptrade.group/",,2022-01-28,fca
Crypto FX Trade Platform,https://cryptofxtradeplatform.com/,,2022-01-31,fca
FX MEGA TRADING,www.fxmegatrading.com,,2022-01-28,fca
147PROFIT MINING,https://cryptoinvest-profit.com,,2021-12-30,fca
Legit Crypto.com Ltd,https://fastcryptofxmining.online,,2021-12-30,fca
Wintrust Crypto Investment,www.wintrustcrypto.com,,2021-12-30,fca
bitbuyscoin,www.bitbuyscoin.com,,2021-12-31,fca
HAMPTON-KAUFMANN ADVISORS LLC,www.hamptonkaufmannadvisorsllc.com,,2021-12-31,fca
Naya Capital/ www.nayacapitalpromo.com (Clone of FCA Authorised firm),"www.nayacapitalpromo.com, www.nayacapital.co.uk",,2022-01-04,fca
Gram CryptoFx Ltd,https://gramcryptofx.com/,,2022-01-05,fca
Equinox FX/Crypto Investment Pro,https://equinoxfxcrypto.com/,,2021-12-30,fca
Livefxcrypto,https://livefxcrypto.com/,,2022-01-05,fca
Encrypted Investment,https://cryptoexpertinvestments.com/,,2022-01-05,fca
GOLDFX INVESTMENT,https://goldfx-investment.com,,2021-12-30,fca
KALE CRYPTO INVESTMENT,https://kalecryptoinvestment.com/,,2022-01-05,fca
Cryptowallfx Company Platform,https://cryptowallfx.com/,,2022-01-05,fca
Epiccrypto Invest,https://epiccryptoinvest.com/,,2022-01-05,fca
Forage Cryptfx Trade,www.foragecryptofxtrade.com,,2022-01-05,fca
AstroFX Investment,https://astrofxinvest.com/,,2022-01-05,fca
FXCITY Index,https://www.fxcityindex.com/,,2022-01-05,fca
ELLIOTT CRYPTO MARKET,https://elliottcryptomarket.com/,,2022-01-05,fca
FAST CRYPTO EARNINGS,https://fastcryptoearnings.com/,,2022-01-31,fca
FXCRYPTOCOINSBITRADE,https://fxcryptocoinsbitrade.com/,,2022-02-02,fca
Instant Capital FX,www.instacapitalfx.com,,2022-02-04,fca
Skytimefxpro,https://skytimefxpro.com/,,2022-02-02,fca
Fxcapital mining profits,www.fxcapitalminingprofits.com,,2022-02-04,fca
FXRealWorld,www.fxrealworld.com,,2022-02-04,fca
Globalfxlifestyleprofitable,www.globalfxlifestyleprofitable.com,,2022-02-04,fca
Allianz Investments / The Allianz Group / Allianz Assurance Company (Clone of FCA authorised firm),www.allianz-investments.com,,2022-02-04,fca
AutoLiveFXMmarket,https://autolivefxmarket.com/,,2021-12-23,fca
TudoFX,https://tudofx.com,,2022-02-04,fca
FxCoins-option Inc,www.fxcoinsoption.digital,,2022-02-04,fca
cryptoinvestgain.com ltd,https://cryptoinvestgain.com,,2021-12-23,fca
CryptoFxGoal,https://cryptofxgoal.com,,2021-12-23,fca
CANAAN CRYPTO INVESTMENT,http://canaancryptoinvestment.com/,,2021-12-23,fca
VergeFX Markets Limited,https://vergefxmarkets.com,,2021-12-23,fca
legalcryptofxtrading.com,https://legalcryptofxtrading.com,,2021-12-23,fca
Elitecryptofx,http://elitecryptofx.com/,,2021-12-23,fca
Cryptojack,https://cryptofx.investments,,2021-12-23,fca
FXBITS MARKETS,https://fxbitsmarkets.com,,2021-12-23,fca
BLACKSTONE FOREX LTD,https://blackstone-forex.com,,2021-12-23,fca
CRYPTOFXTRADMAX,https://cryptofxtrademax.com,,2021-12-23,fca
wallcoingroup,www.wallcoingroup.net,,2021-12-24,fca
Invest Crypto Experts,https://investcryptoexperts.com/,,2021-12-23,fca
Trade24,www.coingeko.net,,2021-12-29,fca
Pam FX Market,https://pamfxmarket.com,,2021-12-23,fca
Coinglass Limited,"https://www.coinglass.com, www.coinglas.com, www.coinglss.com, www.coingass.com, www.coinglass.net",,2021-12-29,fca
cryptoexpertminer,www.cryptofxminersexpert.online,,2021-12-29,fca
CRYPTOGAINFXTRADE,cryptogainfxtrade.com,,2021-12-30,fca
Oxiag,https://oxaig.com/,,2021-12-24,fca
Crypto Chain Invest,https://cryptochaininvest.com,,2021-12-29,fca
Forex Binary Option Trade FX,http://forexbinaryoptiontradefx.com/,,2021-12-29,fca
FXPROINVESTRADE,"https://fxtradingcryptoinvest.com, https://fxproinvestrade.com",,2021-12-30,fca
WEDGWOOD CONSULTANCY SERVICES,www.wedgwoodconsultancysvcs.com,,2021-12-21,fca
FIELDS CAPITAL PARTNERS LLC,www.fieldscapitalpartners.com,,2021-12-30,fca
FXPROINVESTING,https://fxproinvesting.com,,2021-12-30,fca
Hallmark Fxpro,https://hallmarkfxpro.com/,,2022-02-08,fca
One Click Loans,oneclickloans.co.uk,,2021-12-21,fca
Crypto Forex Club Ltd,https://crypto-forexclub.com,,2021-12-30,fca
Low Rate Loans (clone) (clone of FCA authorised firm),www.monevo.co.uk,,2021-12-21,fca
Payee Trust,,,2021-12-21,fca
Global Bitcoin Trader,www.globalbitcointrader.com,,2021-12-21,fca
legalminingcrypto,www.legalminingcrypto.com,,2021-12-21,fca
Fastcryptoption,www.fastcryptoption.com,,2021-12-21,fca
CRYPTO WELL MINER FX,http://cryptowellminerfx.com/,,2021-12-22,fca
FXTRADINGINVEST,https://fxtradinginvest.com,,2021-12-22,fca
UBS Asset Management / UBS AG (Clone of FCA Authorised firm),"www.ubs-am-uk.com, www.ubs-am-online.com",,2021-12-21,fca
Vitality Crypto,http://vitalitycrypto.com/,,2021-12-22,fca
WEINVEST1,https://weinvest1.com/,,2021-12-22,fca
HillFinServices (clone of FCA authorised firm),https://hillfinservices.co.uk/,,2021-12-22,fca
Crypto FX Trades,www.cryptofxtrades.online,,2021-12-22,fca
Elanoocryptofxinvestment.online,http://elanocryptofxinvestment.online/,,2021-12-22,fca
CRYPTODAILYMARKET,https://cryptodailymarket.com/,,2021-12-22,fca
PMC Financial Services / Peter Manduell Financial Services Limited (Clone of FCA Authorised Firm),www.pmcfinancialservices.co.uk,,2021-12-22,fca
FXPROINVESTCRYPTO,https://fxtradingcryptoinvest.com,,2021-12-22,fca
InvestCrypto Base,https://investcryptobase.com/,,2021-12-22,fca
Write My Debt Off,writemydebtoff.co.uk,,2021-12-22,fca
HOWARD-HAGEN PUBLIC ACCOUNTANTS,www.howard-hagen.com,,2021-12-22,fca
horizonconsultanciesltd.com (clone of former PSD Agent),https://horizonconsultanciesltd.com/,,2021-12-23,fca
GENEVA STOCK LLC,www.genevastockllc.com,,2021-12-23,fca
FRCM Mangement / Finance Reserves (Clone of FCA authorised firms),"www.financereserve.com, www.financereserves.com, https://freserves.com/, https://financeresm.com/",,2021-12-23,fca
fixedrateguru.com,www.fixedrateguru.com,,2021-12-16,fca
Royal Noble Group / Royal Nobel Group,"royalnoblegroup.com, royalnobelgroup.com",,2021-12-16,fca
BTC Trends,btc-trends.com,,2021-12-17,fca
FXopen Pro (Clone of FCA authorised firm),https://stockbroker3333.wixsite.com/stockinc,,2021-12-16,fca
IGC Markets,https://igcmarkets.com/,,2021-12-16,fca
Kingsway Capital Limited (Clone of FCA Authorised firm),"www.kingswaycapitalltd.com, www.kingswaycapitalclients.com, accounts.kingswaycapitalltd.com",,2021-12-20,fca
JP Morgan / J.P.Morgan (Clone of FCA authorised firms),,,2021-12-17,fca
Savings Providers,www.savingsproviders.com,,2021-12-17,fca
Golden United Limited (Clone of FCA Authorised Firm),www.goldenunitedlimited.com,,2021-12-17,fca
eaglewealth-invest.ltd,https://eaglewealth-invest.ltd/,,2021-12-17,fca
Crypto Experience 247,https://cryptoexperience247.com/,,2021-12-17,fca
Binacecryptofx,https://binacecryptofx.com/,,2021-12-17,fca
RecryptoTrade,http://recryptotrade.com/,,2021-12-20,fca
AssuranceCryptoFx,https://assurancecryptofx.com/,,2021-12-20,fca
fx-futureinvestments.com,www.fx-futureinvestments.com,,2021-12-20,fca
ALG Capital Ltd / alg.capital (Clone of FCA Authorised Firm),www.alg.capital/global/en-gb/,,2021-12-20,fca
TCC / Top Capital Corporation Limited / Top Capital UK,http://www.topcapitaluk.com http://www.topcapitalcorpuk.com http://www.topcapitalcorporation.com http://topcapitalcorporation.cn,,2021-12-20,fca
Direct Line Opt In (Clone of FCA authorised firm),"www.directlineopt.in, www.directlineoptin.com",,2021-12-20,fca
cryptotradingprofits,https://cryptotradingprofits.site/,,2021-12-10,fca
Brookfield Investment Funds Plc (Clone of FCA Authorised Schedule 5 firm),"https://brookfieldinvestmentfundsplc.net/, http://bifplc.net/",,2021-12-09,fca
Universal Capital Investment.,universalcapitalinvestment.com,,2021-12-09,fca
Viva Trust Bank,www.vivatrustbank.com,,2021-12-10,fca
PIPCOUNT FX LTD,https://www.kayansmarkets.com/,,2021-12-09,fca
Kroo Investment Management/Kroo Group (clone of FCA authorised firm),https://kroogroup.com/,,2021-12-10,fca
OkExFinance,https://okexfinance.net/,,2021-12-10,fca
Cadence Trust Bank,www.Cadencetrustbank.com,,2021-12-10,fca
ASIC TRADING,https://asic-trading.com/,,2021-12-13,fca
Global Finance Hub/ GLOBALFINANCEHUB (Clone of FCA Authorised firm),www.globalfinancehub.com/,,2021-12-10,fca
SNAPTRADE LTD t/a SimplyFX,https://simply-fx.co.uk,,2021-12-10,fca
Forex-Income.ltd,https://forex-income.ltd/,,2021-12-13,fca
GLOBAL FOREX INVEST,https://globalforexinvest.com/,,2021-12-13,fca
Alantra Capital / Alantra Global (Clone of FCA Authorised firm),"https://alantraglobal.com, www.alantra.online",,2021-12-13,fca
Forex ProInvest,https://forex-proinvest.com/,,2021-12-13,fca
insta-crypto.pro,www.insta-crypto.pro,,2021-12-13,fca
SungerFX.com,Sungerfx.com,,2021-12-14,fca
Umbrella Loans (Clone of FCA Authorised Firm),www.umbrellaloans.uk,,2021-12-13,fca
Global Trader (clone of FCA authorised firm),https://www.globaltrader.io/,,2021-12-13,fca
CRYPTOTDMINERS,https://cryptotdminers.com/,,2021-12-15,fca
Blockchain Recovery Department (clone of FCA authorised firm),,,2021-12-15,fca
https://www.instagram.com/iam_thetipster/,,,2021-12-03,fca
Legal and General Recovery (clone of FCA authorised firms),,,2021-12-03,fca
https://www.instagram.com/TradWise/,,,2021-12-03,fca
Derbyshire Direct / The Derby Building and Investment Society (Clone of trading name of FCA authorised firm),"www.derbyshiredirect.com, www.derbyshire-direct.com",,2021-12-03,fca
Saffron Moneytree (Clone of trading name of FCA authorised firm),"www.saffronmoneytree.com, www.saffron-moneytree.com",,2021-12-03,fca
The Barnsley / Barnsley Building Society (Clone of trading name of FCA authorised firm),"www.thebarnsley.com, www.thebarnsley.co, www.the-barnsley.com",,2021-12-03,fca
UCIS Advice Point Limited,https://www.ucisadvicepoint.org.uk/,,2021-12-03,fca
Fortexo,https://fortexo.co/en/index.php,,2021-12-06,fca
GOLDEN BREENTWOOD CAPITAL PARTNERS,www.goldenbreentwood.com,,2021-12-06,fca
Nectac TradeFX,https://netactradefx.info/,,2021-12-07,fca
Lotus Finance UK (clone of previously FCA Authorised Appointed Representative),www.lotusfinance-uk.com,,2021-12-06,fca
DG Flex (Clone of FCA authorised firm),https://dgflex.co/,,2021-12-06,fca
Tesco Bank (Clone of FCA authorised firm),"www.tescofixedrate.com, www.tescofixedratebonds.email, www.tescobank.com.fixed-rate-saver.in/savings/fixed/fixed-rate-saver/apply/, www.tescofixedbonds.com, www.Tescosavingsrates.com",,2021-12-07,fca
Royal Capital Investment,https://royalcapitalinvestment.com/,,2021-12-07,fca
BINANCEFINANCE,https://binancefinanceltd.com/,,2021-12-07,fca
Suncrypto Trade,https://suncryptotrade.com,,2021-12-07,fca
Prolaps,https://prolaps.io,,2021-12-09,fca
Capital Dream Investment,https://capitaldreaminvestment.com/,,2021-12-09,fca
PARAMOUNT FINANCIAL SERVICES,"www.paramountfinancialsvcs.com, www.paramountfinsvcs.com",,2021-12-08,fca
Optimal Trade Options,https://optimaltradeoptions.com/,,2021-12-07,fca
SwiftForex Trading Ltd,https://swiftforextrading.net,,2021-12-09,fca
Climaxcryptoforex,https://climaxcryptoforex.com,,2021-11-26,fca
Crypto Fambit (Investments) Ltd,https://cryptofambit.com/en,,2021-11-26,fca
Capital Financial Partners Ltd /cfpartnerltd.com (clone of FCA authorised firm),https://cfpartnerltd.com,,2021-11-26,fca
crypto-company.site,https://crypto-company.site,,2021-11-26,fca
BMB CRYPTOCURRENCY LLC,https://bmbcrypto.net,,2021-11-26,fca
FlexCapital.cc,www.flexcapital.cc,,2021-11-26,fca
Oxford Loans Uk,oxfordloansuk.com,,2021-11-29,fca
Onyx Trade Group & Onyx Trade Group Ltd,https://www.onyxtradegroup.uk,,2021-11-29,fca
Bitranmax Investment Club Ltd (clone of Appointed Representative),https://www.us.bitranmax.com/,,2021-11-30,fca
HOWELL INTERNATIONAL TRANSFER,www.howellinternationaltransfer.com,,2021-11-30,fca
Globdechain,https://www.globdechain.com/,,2021-11-30,fca
Migo Trade,"www.migotrade.com, https://www.migotrade.net/",,2021-12-01,fca
Investec Coins Fund Ltd / INVESTECCOINSFUND LTD,http://investeccoinsfund.ltd/,,2021-12-01,fca
Orange Hill Investment Services Ltd,"https://orangehillinvestment.com/, https://orangehillinvestment.com/",,2021-11-30,fca
North Field Trust Savings,http://www.northfieldtrustsavings.com/,,2021-12-01,fca
The Wealth Core,https://thewealthcore.com/,,2021-12-01,fca
CRYPTO PROSPECT,www.cryptoprospecttradingfx.com,,2021-12-02,fca
Lifetime Investment Market,www.lifetimeinvestmentmarket.com,,2021-12-02,fca
Bitcoin 24 Vantage FX,https://bitcoin24vantagefx.com,,2021-12-02,fca
Nexus IFA (Clone of FCA Authorised Firm),www.nexusifa.net,,2021-12-02,fca
Deutsche Wallet (Clone of FCA Authorised Firm),www.deutschewallet.net,,2021-12-02,fca
UniversalBTCMiningPool,https://universalminingcrypto.com,,2021-11-24,fca
Bank of America (Clone of FCA Authorised firms),,,2021-11-23,fca
GreenCryptoFX,https://greencryptofx.com,,2021-11-24,fca
Binance Investment Ltd,https://binance-investment.ltd,,2021-11-24,fca
SafeTrade / safetradez.com,safetradez.com,,2021-11-24,fca
CryptSaveFx,https://globalcryptosaves.com,,2021-11-24,fca
RACHFORD SECURITIES LLC,www.rachfordsecuritiesllc.com,,2021-11-24,fca
Jet Capitals,"http://jet-capitals.com, www.jetcapitals.com",,2021-11-24,fca
cryptoprofixt,www.cryptoprofixt.com,,2021-11-24,fca
cryptobinoption,cryptobinoption.com,,2021-11-24,fca
tradecryptovariety,www.tradecryptovariety.com,,2021-11-24,fca
Prime Forex Ltd,www.cryptonic-trade.com,,2021-11-24,fca
cryptomarginpro,www.cryptomarginpro.com,,2021-11-24,fca
TradeVTech,"https://www.tradevtech.com, https://www.tradevtech.net, https://www.tradevtech.io/",,2021-11-24,fca
Total coin solidarity,www.totalcoin-solidarity.com,,2021-11-25,fca
Cryptolegalminers.online,https://cryptolegalminers.online,,2021-11-25,fca
Cryptofxexpertminers.online,https://cryptofxexpertminers.online,,2021-11-25,fca
Swift Speed Crypto Trading,www.swiftspeedcryptotrading.com,,2021-11-25,fca
CryptoGlobalTrades / ACXTRADING,https://cryptoglobaltrades.com,,2021-11-25,fca
US INTERNATIONAL REGULATIONS BUREAU / USIRB,www.usirb.org,,2021-11-19,fca
BOSWORTH CONSULTING GROUP LLC,www.bosworthconsultinggrp.com,,2021-11-18,fca
CryptoBinanceFx,https://cryptobinancefx.com,,2021-11-19,fca
Dezire Loans (Clone of FCA authorised firms),"www.dezireloanltd.uk, www.dezireloans.com",,2021-11-19,fca
CLARKSTON CORPORATE PARTNERS,www.clarkstoncorporatepartners.com,,2021-11-19,fca
