name,website,category,date,source
Valcapital Ltd.,www.1118-capital.com,Unlicensed entities,2018-11-05,sfc
Century International Bullion Limited,i. www.ct-bullion.com,Unlicensed entities,2018-11-06,sfc
JJ Lloyd,www.jjlloyd.com,Unlicensed entities,2018-11-07,sfc
www.yingdahkcn.com,www.yingdahkcn.com,Suspicious websites,2018-10-31,sfc
Solid Global Investment Limited,www.solidfx1.com,Unlicensed entities,2018-11-12,sfc
www.roowap.com,www.roowap.com,Suspicious websites,2018-11-14,sfc
www.zhongzhendazong.com,www.zhongzhendazong.com,Suspicious websites,2018-11-14,sfc
Betensh Digital Asset Services Limited,www.betensh.co,Unlicensed entities,2018-11-14,sfc
MRT-Capital,www.mrt-capital.com,Unlicensed entities,2018-11-14,sfc
Jinhui Global International Holdings,www.jinhuiglobal.com,Unlicensed entities,2018-11-15,sfc
www.haitong-international.com,www.haitong-international.com,Suspicious websites,2018-11-15,sfc
www.zongforex.com,www.zongforex.com,Suspicious websites,2018-11-15,sfc
Bond House Limited,www.bhl-hongkong.com,Unlicensed entities,2018-11-19,sfc
Giant Wave Information Technology Limited,www.gwitmarkets.com,Unlicensed entities,2018-11-14,sfc
Safe Deed Limited,www.safedltd.com,Unlicensed entities,2018-11-19,sfc
A1 Trade,www.a1trade.com,Unlicensed entities,2018-11-20,sfc
"HK Dudian International Investment Group Co., Limited /HK Gudian International Investment Group Co., Limited",www.i-gud.com,Unlicensed entities,2018-11-21,sfc
"DB Services Limited / DBS Ltd, HK",www.dbsltdhk.com,Unlicensed entities,2018-11-19,sfc
www.yingdazb.com,www.yingdazb.com,Suspicious websites,2018-10-29,sfc
www.raimyfinance.com,www.raimyfinance.com,Suspicious websites,2018-11-22,sfc
IFD Consulting Limited,www.ifdlimited.com,Unlicensed entities,2018-11-19,sfc
www.iassetrich.com,www.iassetrich.com,Suspicious websites,2018-11-26,sfc
Aaron Brett,www.aaronbrett.com,Unlicensed entities,2018-11-26,sfc
Knight Investment Limited,www.knight-investment.com,Unlicensed entities,2018-11-28,sfc
Alliance Capital Management Limited,https://alliance-intl.com,Unlicensed entities,2018-11-29,sfc
Lion Group Holdings Limited,https://liongroupholdings.com,Unlicensed entities,2018-11-29,sfc
Merrill Lynch International (HK) Limited,,Unlicensed entities,,sfc
Select Securities Limited,www.sshkasia.com,Unlicensed entities,2018-11-30,sfc
榮滙(香港)資本管理有限公司 (Chinese name only),www.cmpsw.com,Unlicensed entities,2018-12-04,sfc
Yi Fu International,www.ibkrr.com,Unlicensed entities,2018-11-29,sfc
Yi Qi Group,https://xgyq.yqjrgroun.com,Unlicensed entities,2018-12-05,sfc
Sheridan Wells Advisors,www.sheridanwellsadvisors.com,Unlicensed entities,2018-09-28,sfc
Kingston Trading,https://kingstontrading.com,Unlicensed entities,2018-12-13,sfc
Global Wealth Asia,www.globalwealthasia.com,Unlicensed entities,2018-11-12,sfc
Asian Direct Capital Management,www.asiandirectcapitalmanagement.com,Unlicensed entities,2018-11-30,sfc
SFM Limited,www.sfm-ltd.com,Unlicensed entities,2018-12-13,sfc
Kingsman Investment Limited,www.kingsmanltd.com,Unlicensed entities,2018-11-22,sfc
Accounts Manager Limited,http://amltpl.com,Unlicensed entities,2018-12-13,sfc
Rocket Consultant Group,www.rocketconsultantgroup.com,Unlicensed entities,2018-12-13,sfc
Mega TradeHub,www.megatradehub.com,Unlicensed entities,2018-12-13,sfc
Peerfundx,www.peerfundx.com,Unlicensed entities,2018-12-13,sfc
Transpacific Global Equities Ltd,www.transpacific-global.com,Unlicensed entities,2018-12-17,sfc
FTSE Russell Index Global Inc.,www.uk-ieuasdn.online,Unlicensed entities,2018-12-18,sfc
Gloucester Group,https://gloucestergroup.com,Unlicensed entities,2018-12-18,sfc
融股通國際（香港）有限公司 (Chinese name only),www.ronggutong.com,Unlicensed entities,2018-12-20,sfc
www.yocguoji.com,www.yocguoji.com,Suspicious websites,2019-01-11,sfc
http://47.244.126.86,http://47.244.126.86,Suspicious websites,2019-01-11,sfc
AUS Capital (UK) Limited/ AUS Capital Limited,www.ausforex.com,Unlicensed entities,2018-12-04,sfc
Zhong Yuan Futures,www.vowind.com,Unlicensed entities,2019-01-14,sfc
Jieun Asset Limited,N/A,Unlicensed entities,2019-01-15,sfc
Unifunds,www.unifunds.com,Unlicensed entities,2019-01-23,sfc
Yi Fu Guo Ji,www.yifqh.cn,Unlicensed entities,2019-01-23,sfc
JHCFFX / JHCF / HKJHFX / Juhui Wealth Group,www.hkjhfx.com,Unlicensed entities,2018-12-13,sfc
China Pacific Capital,www.china-pacific-capital.com,Unlicensed entities,2019-01-24,sfc
http://xghdgj.jzjzs2.com,http://xghdgj.jzjzs2.com,Suspicious websites,2019-01-24,sfc
www.yingda7hsh.com,www.yingda7hsh.com,Suspicious websites,2019-01-25,sfc
http://yingdash.cn,http://yingdash.cn,Suspicious websites,2019-01-25,sfc
易升金融 (Chinese name only),(i) www.13sec.hk,Unlicensed entities,2019-01-11,sfc
Dawn Light Asset Management,www.dawnlightam.com,Unlicensed entities,2019-02-01,sfc
天發證券 (Chinese name only),http://tianfazq.com,Suspicious websites,2019-02-04,sfc
Fund Alliance Limited,www.fundalliancehk.com,Unlicensed entities,2019-02-11,sfc
http://rongtongzq.com,http://rongtongzq.com,Suspicious websites,,sfc
PHY Capital Investments Limited,www.phyfx.com,Unlicensed entities,2018-12-13,sfc
http://scene.xunzhuang.net/v/U912192N35J4?from=singlemessage,http://scene.xunzhuang.net/v/U912192N35J4?from=singlemessage,Suspicious websites,,sfc
"Zongang Group / Zhonguangcaifu / Zongangguoxin Group Co.,Ltd.",www.zongtrade.com,Unlicensed entities,2019-02-01,sfc
Old Trader Investment Management,http://www.oldtraderim.com/,Unlicensed entities,2019-02-14,sfc
Asset Grand,www.assetgrand.com,Unlicensed entities,2019-01-30,sfc
Lisinex,(i) www.lisinex.com,Unlicensed entities,2019-02-14,sfc
http://mzqh.ydfcq.cn,http://mzqh.ydfcq.cn,Suspicious websites,2019-02-20,sfc
www.redsolarcapital.com,www.redsolarcapital.com,Suspicious websites,2019-02-20,sfc
Yi Fu Guo Ji,www.blttc.com,Unlicensed entities,2019-02-20,sfc
https://cif-global-markets.com,https://cif-global-markets.com,Suspicious websites,2019-02-12,sfc
Churchill Capital Limited,www.churchill-capital.com,Unlicensed entities,2019-01-22,sfc
Hurst & Partners Investments Co. Limited,www.hpi-co-ltd.com,Unlicensed entities,2019-02-21,sfc
www.hkbcincentral.hk,www.hkbcincentral.hk,Suspicious websites,,sfc
SMS Associates,www.smsassociates.com,Unlicensed entities,2019-02-26,sfc
Yi Fu Guo Ji,www.yfqihuo.com,Unlicensed entities,2019-02-01,sfc
Golden Financial Service Limited / Golden Financial Solutions Limited / Golden Financial Solutions (Service) Ltd / Golden Financial FINANCIAL PTY LTD / Golden Financial / GDFX,i) www.gdfxuk.com,Unlicensed entities,2019-03-04,sfc
益華國際 (Chinese name only),www.yihua80.com,Unlicensed entities,2019-03-06,sfc
CSC Asia Pacific Limited,www.cscasiapacific.com,Unlicensed entities,2019-02-27,sfc
Purse International Ltd / PRS Group,www.prsfx.com,Unlicensed entities,2019-03-11,sfc
https://citadelcm-hk.com,https://citadelcm-hk.com,Suspicious websites,2019-02-21,sfc
"Fusian Investment Co., Ltd",www.fusian-fx.com,Unlicensed entities,2019-03-11,sfc
Birchwood International,www.birchwoodinternationalltd.com,Unlicensed entities,2019-03-11,sfc
www.wuifung.co.uk,www.wuifung.co.uk,Suspicious websites,,sfc
Futong Investment Management Limited,www.futongs.hk,Unlicensed entities,2019-02-27,sfc
HK Xinhong,i) www.hongkong-xh.com,Unlicensed entities,2019-03-13,sfc
華益財富有限公司 (Chinese name only),www.fyhxcf.com,Unlicensed entities,2019-03-14,sfc
"Yingsheng Financial Investment Management Co., Limited",www.incentfx.com,Unlicensed entities,2019-03-19,sfc
Hang Seng Small Cap Exchange / HS-EX,www.hs-ex.com,Suspicious websites,2019-03-20,sfc
www.zhongzhou188.com,,Suspicious websites,,sfc
www.01428.hk,www.01428.hk,Suspicious websites,2019-03-21,sfc
I AM HOLDINGS LIMITED / I'm pro,www.i-a-m.pro,Unlicensed entities,2019-03-26,sfc
Boll International,www.bollib.com,Unlicensed entities,2019-03-27,sfc
"Hongkong Golden Global Trading Investment Co., Limited",-,Unlicensed entities,2019-03-27,sfc
Ridgestone Financial,www.ridgestonefinancial.com,Unlicensed entities,2019-03-29,sfc
Tao Feng Associates,www.taofengassociates.cn.com,Unlicensed entities,2019-03-29,sfc
www.grtuex.com,www.grtuex.com,Suspicious websites,2019-04-01,sfc
Asia Associates,www.asiaassociates.com,Unlicensed entities,2019-04-03,sfc
www.qihuo852.com,www.qihuo852.com,Suspicious websites,2019-04-09,sfc
www.yif-hk.com,www.yif-hk.com,Suspicious websites,2019-04-09,sfc
CFX / Huanying International Limited,www.circleforex.com,Unlicensed entities,2019-04-12,sfc
www.gjqh888.cn,www.gjqh888.cn,Suspicious websites,2019-04-25,sfc
Aim Global Insurance Management Limited,www.aimglobalins.com,Unlicensed entities,2019-02-14,sfc
www.xgkfd.com,www.xgkfd.com,Suspicious websites,2019-04-25,sfc
Charles van Deursen,www.charlesvandeursen.com,Unlicensed entities,2019-05-14,sfc
Jarvinia Holdings Ltd,www.jarvinia-holdings.com,Unlicensed entities,2019-05-15,sfc
www.xgqihuo.com,www.xgqihuo.com,Suspicious websites,2019-05-15,sfc
www.ab-ht.com,www.ab-ht.com,Suspicious websites,2019-05-15,sfc
Greenwich Asia,www.greenwichasia.com,Unlicensed entities,2019-05-15,sfc
Pearl Asia Holdings Limited,(i) www.pearlasiaholdingslimited.com,Unlicensed entities,2019-05-16,sfc
Kingsman Global Limited / Lexal Limited,www.kingsmangloballimited.com,Unlicensed entities,2019-04-15,sfc
www.huixinf.com,www.huixinf.com,Suspicious websites,2019-05-17,sfc
融慧通 / 融慧通融資融券 / 融通國際(香港)  (Chinese name only),i) www.citygrouphk.com,Suspicious websites,2019-05-24,sfc
Hongkong Junshen Tianhung International Group,www.ibhongkong.com,Unlicensed entities,2019-05-24,sfc
Marco Go Up Holding Limited,www.mguhk.com,Unlicensed entities,2019-05-28,sfc
Fort Trades,www.fort-trades.com,Unlicensed entities,2019-05-28,sfc
Lextin Capital,www.lextincapital.com,Unlicensed entities,2019-05-28,sfc
Jade & Kelvin Limited,www.jadekelvinlimited.com,Unlicensed entities,2019-05-29,sfc
www.bsgfutures.cn,www.bsgfutures.cn,Suspicious websites,2019-05-31,sfc
China Hong Kong Asset Management Holdings Limited,www.zhonggangzichan.com,Suspicious websites,2019-05-16,sfc
中信之星 (Chinese name only),http://zhongxinstock.com,Unlicensed entities,2019-05-31,sfc
BAT Financial Management,www.batfinancialmanagement.com,Unlicensed entities,2019-05-31,sfc
Authority Success International Limited / FXASI / AS International,www.fx-asi.com,Unlicensed entities,2019-05-31,sfc
MGX100Asia,www.mgx100asia.com,Unlicensed entities,2019-06-04,sfc
www.xgjqihuo.com,www.xgjqihuo.com,Suspicious websites,2019-06-05,sfc
www.p9967.com,www.p9967.com,Suspicious websites,2019-04-09,sfc
玖富財富資產管理有限公司 (Chinese name only),www.jflis.com,Unlicensed entities,2019-06-06,sfc
Zhong Tuo Futures (Hong Kong) Limited,www.zhongtuofutures.com,Unlicensed entities,2019-06-06,sfc
"Jiu Fu Capital Asset Management Co., Ltd.",www.jfdeat.com,Unlicensed entities,2019-06-10,sfc
Delta Capital,www.deltacapitalltd.com,Unlicensed entities,2019-06-11,sfc
SkyCentury Group,www.hklg.com.hk,Unlicensed entities,2019-06-13,sfc
輝煌國際金融有限公司 (Chinese name only),www.hhgjzx.com,Unlicensed entities,2019-06-13,sfc
www.yideiwang.cn,www.yideiwang.cn,Suspicious websites,2019-06-14,sfc
"China-Hong Huaxia Fund Asset Management (Hong Kong) Co., Limited",www.hkzhhxjj.com,Suspicious websites,2019-06-14,sfc
Senta Information Ltd,https://www.stinformation.com,Unlicensed entities,2019-06-14,sfc
www.jubo168.cn,www.jubo168.cn,Suspicious websites,2019-06-14,sfc
www.hsqcbx.cn,www.hsqcbx.cn,Suspicious websites,2019-02-20,sfc
Prime Trading Global,www.primetrading.global,Unlicensed entities,2019-06-17,sfc
智慧之王 (Chinese name only),www.zhihuizhiwang.com,Unlicensed entities,2019-06-19,sfc
Duke Valentine Limited,www.duke-valentine.com,Unlicensed entities,2019-05-29,sfc
www.merrillhk.com,www.merrillhk.com,Suspicious websites,2019-06-21,sfc
Rising Speed International Limited,www.risingspeedforex.com,Unlicensed entities,2019-06-24,sfc
www.asia-trading.cc,www.asia-trading.cc,Suspicious websites,2019-06-26,sfc
www.chgjzb.net,www.chgjzb.net,Suspicious websites,2019-06-28,sfc
Wall United Security Limited,www.huarefx.com,Unlicensed entities,2019-07-02,sfc
www.hst22.com,www.hst22.com,Suspicious websites,2019-07-02,sfc
www.sm-advisors.com,www.sm-advisors.com,Suspicious websites,2019-06-03,sfc
FBC Asia Limited,www.fbcasiahk.com,Unlicensed entities,2019-06-17,sfc
Baocheng International Investment Co Ltd,www.bcgjfx.com,Unlicensed entities,2019-07-02,sfc
www.dachengzc.com,www.dachengzc.com,Suspicious websites,2019-07-04,sfc
http://tianfazq.com,http://tianfazq.com,Suspicious websites,2019-07-04,sfc
http://fuzezq.com,http://fuzezq.com,Suspicious websites,2019-07-04,sfc
Investment & Finance China Alliance Limited,www.ifca-limited.com,Unlicensed entities,2019-07-04,sfc
Hong Kong Dahua Capital International Limited,www.ysapp.cn,Unlicensed entities,2019-07-08,sfc
Dace Motor Company,www.bang-fx.com,Unlicensed entities,2019-07-24,sfc
www.hkxhgj.com,www.hkxhgj.com,Suspicious websites,2019-07-24,sfc
GCG Asia,i) www.gcgasiacoin.com,Unlicensed entities,2019-06-28,sfc
Hunch,www.hcoo.com,Unlicensed entities,2019-07-24,sfc
SGtrade,www.sgtradegood.com,Unlicensed entities,2019-07-24,sfc
www.zgtz99.cn,www.zgtz99.cn,Suspicious websites,2019-07-25,sfc
www.sinostonecap.com,www.sinostonecap.com,Suspicious websites,2019-07-25,sfc
http://u10063256.viewer.maka.im/k/4UFG9AOE,http://u10063256.viewer.maka.im/k/4UFG9AOE,Suspicious websites,2019-06-14,sfc
Hong Kong Hengxin Futures Investment Co Limited,1) www.hengxinqihuo.com,Unlicensed entities,2019-07-24,sfc
Bison Prime Limited/Bison Prime & Forex,www.bisonprime.com,Unlicensed entities,2019-07-04,sfc
www.honglizichan.com,www.honglizichan.com,Suspicious websites,2019-07-25,sfc
Gold Effortlessly Global Development Limited,(i) en.jygold.net,Unlicensed entities,2019-07-25,sfc
香港鑫瑞期貨資產管理有限公司 (Chinese name only),http://crj.fuyaot.com,Unlicensed entities,2019-07-30,sfc
http://hkac1545.isitacenter.com,http://hkac1545.isitacenter.com,Suspicious websites,2019-07-30,sfc
http://mz.futuresvip.cn,http://mz.futuresvip.cn,Suspicious websites,2019-07-30,sfc
1. www.0553cj.com,1. www.0553cj.com,Suspicious websites,2019-07-30,sfc
www.merrillfx.com,www.merrillfx.com,Suspicious websites,2019-07-25,sfc
Midway Management,www.midwaymanagement.com,Unlicensed entities,2019-07-31,sfc
Willow Group Limited,www.willowmgmt.com,Unlicensed entities,2019-08-01,sfc
www.bester.cc,www.bester.cc,Suspicious websites,2019-08-06,sfc
SVSFX Finance Limited,1.www.svsforexyhk.com,Unlicensed entities,2019-07-29,sfc
NaviCom International Investment,www.navicominvestment.com,Unlicensed entities,2019-08-06,sfc
YiQun International,i)	www.yiqungh.com,Unlicensed entities,2019-08-08,sfc
ytzc911.com,ytzc911.com,Suspicious websites,2019-08-08,sfc
www.xhfanyong.com,www.xhfanyong.com,Suspicious websites,2019-08-08,sfc
www.92jinyu.com,www.92jinyu.com,Suspicious websites,2019-08-08,sfc
Continental Futures,www.zjqhhk.com,Unlicensed entities,2019-07-30,sfc
www.fanyong80.com,www.fanyong80.com,Suspicious websites,2019-08-08,sfc
www.qihuifan.com,www.qihuifan.com,Suspicious websites,2019-08-08,sfc
www.jycoming.com.cn,www.jycoming.com.cn,Suspicious websites,2019-08-08,sfc
www.shzc188.com,www.shzc188.com,Suspicious websites,2019-08-09,sfc
www.admcmb.biz,www.admcmb.biz,Suspicious websites,2019-08-12,sfc
Seashell International,www.hbgjforex.com,Unlicensed entities,2019-08-13,sfc
www.ktg.hk,www.ktg.hk,Suspicious websites,2019-08-15,sfc
www.zyzq.hk,www.zyzq.hk,Suspicious websites,2019-08-15,sfc
www.boweiworld.com,www.boweiworld.com,Suspicious websites,2019-08-15,sfc
Shengshuziben,www.sscsef.com,Unlicensed entities,2019-08-16,sfc
Crown Holdings Group,www.crownholdingsgroup.com,Unlicensed entities,2019-08-22,sfc
恆潤財富有限公司 (Chinese name only),www.hrcfhk.com,Unlicensed entities,2019-08-23,sfc
DSFFX,www.mdkdsffx.com,Unlicensed entities,2019-09-02,sfc
www.casdaqtrading.com,www.casdaqtrading.com,Suspicious websites,2019-09-02,sfc
www.phntu.com,www.phntu.com,Suspicious websites,2019-09-05,sfc
Ltrader International Limited / Ltrader Global Limited / Ltrader International (Hong Kong) Limited,www.ltraderglobal.com,Unlicensed entities,2019-09-06,sfc
http://yikwahhk.com / www.yikwah.com.hk / www.yikwah.hk,(i)http://yikwahhk.com,Suspicious websites,2019-08-20,sfc
www.yingtouqihuo.com,www.yingtouqihuo.com,Suspicious websites,2019-09-06,sfc
www.haitongguoji.com,www.haitongguoji.com,Suspicious websites,2019-09-06,sfc
"Hong Kong Tianying Chuangrong Fund Management Co., Ltd / Hong Kong Tianying Chuangrong Fund Asset Management Co., Ltd",www.tycrfund.com,Unlicensed entities,2019-09-10,sfc
China Trillion Capital Limited,www.zzzb.hk,Unlicensed entities,2019-09-12,sfc
www.qsj62.com,www.qsj62.com,Suspicious websites,2019-09-13,sfc
www.ucxd.cn,www.ucxd.cn,Suspicious websites,2019-09-17,sfc
www.zygjqh-hk.com,www.zygjqh-hk.com,Suspicious websites,2019-09-17,sfc
www.yifengco.com,www.yifengco.com,Suspicious websites,2019-09-17,sfc
www.tqqjgyey.com,www.tqqjgyey.com,Suspicious websites,2019-09-17,sfc
www.visdominvestmentmanagement.com,www.visdominvestmentmanagement.com,Suspicious websites,2019-09-17,sfc
亞斯科國際 (Chinese name only),www.ysk-hk.hk,Suspicious websites,2019-09-25,sfc
Hong Kong HDI International Traders,www.hdicenters.com,Unlicensed entities,2019-07-23,sfc
"Boll Financial Holding Limited/ Boll Financial Management Co., Ltd",www.bollnz.com,Unlicensed entities,2019-09-25,sfc
www.zhongyin-intl.com,www.zhongyin-intl.com,Suspicious websites,2019-09-17,sfc
Tradex,www.trade-x.hk,Unlicensed entities,2019-09-30,sfc
www.jlfgp.com,www.jlfgp.com,Suspicious websites,2019-08-06,sfc
匯金國際金融有限公司 (Chinese name only),www.hjgj.ltd,Unlicensed entities,2019-10-03,sfc
www.honsuqh.com,www.honsuqh.com,Suspicious websites,2019-08-14,sfc
www.liangrong-fund.com,www.liangrong-fund.com,Suspicious websites,2019-10-09,sfc
http://qhxd.hk,http://qhxd.hk,Suspicious websites,2019-09-05,sfc
www.vgassetmanagementhk.com,www.vgassetmanagementhk.com,Suspicious websites,2019-10-11,sfc
Worcester International,www.worcesterinternational.com,Unlicensed entities,2019-09-25,sfc
www.xdgjac.com,www.xdgjac.com,Suspicious websites,2019-10-14,sfc
Wildex Investment Limited,www.wildexinvestment.com,Unlicensed entities,2019-10-14,sfc
www.huatqh.com,www.huatqh.com,Suspicious websites,2019-10-15,sfc
www.bgcsec.com,www.bgcsec.com,Suspicious websites,2019-10-21,sfc
日返佣網 (Chinese name only),www.rifanyong.com,Suspicious websites,2019-10-21,sfc
Ping An Associates,www.pinganassociates.com,Unlicensed entities,2019-10-25,sfc
www.fuchangzq.com,www.fuchangzq.com,Suspicious websites,2019-11-04,sfc
Ashwood Holdings Limited,www.ashwoodholdingsltd.com,Unlicensed entities,2019-10-04,sfc
Asia-Europe Wealth Link Commodity Exchange Center,www.yocft.com,Unlicensed entities,2019-11-22,sfc
www.byqh.hk,www.byqh.hk,Suspicious websites,2019-11-22,sfc
Fu Tai Securities,www.ftzq66.com,Unlicensed entities,2019-11-22,sfc
Altrice Investment Co. Limited,i) altriceinvestment.com ,Unlicensed entities,2019-11-22,sfc
www.asdzq.com,www.asdzq.com,Suspicious websites,2019-11-25,sfc
www.huitianfuhk.com,,Suspicious websites,,sfc
www.fedilhk.com,www.fedilhk.com,Suspicious websites,2019-11-04,sfc
Abraxas Global Asset Management,www.abraxasgam.com,Unlicensed entities,2019-12-06,sfc
Fiducian Forex Platform,www.ftdhk.com,Unlicensed entities,2019-12-11,sfc
www.zzzzhz.com,www.zzzzhz.com,Suspicious websites,2019-11-25,sfc
Jonarnstein / Jonar Niels Stein,www.jonarnstein.com,Unlicensed entities,2019-12-12,sfc
Palm International,www.palmuk.com,Unlicensed entities,2019-12-16,sfc
Hong Kong Digital Assets Trading & Management Limited,www.hkdex.io,Suspicious websites,2019-12-18,sfc
McKenzie International Investments,www.mckenzieinternationalinvestments.com,Unlicensed entities,2019-12-24,sfc
www.xhzq.online,www.xhzq.online,Suspicious websites,2019-12-24,sfc
GXCF,www.gxhkcf.com,Unlicensed entities,2019-10-14,sfc
豐杰資本集團有限公司 (Chinese name only),www.fengjiecapital.com,Unlicensed entities,2019-12-12,sfc
Sengela Trding Limited,www.sengela.com,Unlicensed entities,2020-01-02,sfc
領先資本 (Chinese name only),www.lingxianzb.com,Unlicensed entities,2020-01-02,sfc
Bentman Consulting,www.bentmanconsulting.com,Unlicensed entities,2020-01-02,sfc
AMT Associates,www.amtassociates.com,Unlicensed entities,2020-01-02,sfc
Dawn Raid,www.dawn88.com,Unlicensed entities,2020-01-02,sfc
www.24dcep.top,,Suspicious websites,,sfc
www.fullertonfundhk.com,www.fullertonfundhk.com,Suspicious websites,2019-12-11,sfc
www.xinhuafutureszg.hk,www.xinhuafutureszg.hk,Suspicious websites,2019-12-24,sfc
RDJR,www.rdjrhk.com,Unlicensed entities,2020-01-10,sfc
HKGKFK International Limited,www.hkgkfk.com,Unlicensed entities,2020-01-16,sfc
"Hong Kong Hongyi Futures Investment Co., Limited / HK Hongyi Capital Group Co. Limited",www.hy1819.com,Unlicensed entities,2020-01-17,sfc
www.av-management.com,,Suspicious websites,,sfc
www.chuangshengtz.com,www.chuangshengtz.com,Suspicious websites,2020-01-16,sfc
瀚泰國際 (Chinese name only),www.hantai.asia,Suspicious websites,2020-01-02,sfc
www.hopesecurities.com,www.hopesecurities.com,Suspicious websites,2020-02-11,sfc
www.horizon-capman.com,www.horizon-capman.com,Suspicious websites,2020-01-15,sfc
www.hkbcl.com,www.hkbcl.com,Suspicious websites,2020-02-11,sfc
Star Trader PTE Ltd,www.supertraderlimit.com,Unlicensed entities,2020-02-12,sfc
http://4507w.xindemo.cn,http://4507w.xindemo.cn,Suspicious websites,2020-02-12,sfc
欣鴻國際金控 (Chinese name only),www.xinhonginternational.com,Unlicensed entities,2020-02-21,sfc
美港交易中心 (Chinese name only),meigangjiaoyizhongxin.com,Unlicensed entities,2020-03-16,sfc
www.zczcjj.com,www.zczcjj.com,Suspicious websites,2020-03-17,sfc
www.sck-invest.com,www.sck-invest.com,Suspicious websites,2020-03-18,sfc
www.tangeh.com,www.tangeh.com,Suspicious websites,2020-03-18,sfc
Share Founders,www.sharefounders.com,Unlicensed entities,2020-03-19,sfc
www.zyqhbce.com,www.zyqhbce.com,Suspicious websites,2019-11-28,sfc
Regency Limited,www.regencylimited.com,Unlicensed entities,2020-03-19,sfc
Spark Global Limited,www.sglfd.com,Unlicensed entities,2020-03-24,sfc
ESO MM LLC,www.esomfx.com,Unlicensed entities,2020-03-31,sfc
Aaron Real Estate,www.aaronsir.com,Unlicensed entities,2020-04-02,sfc
"Hongkong Rarlon futures Co., Limited",1. down.sxpdcy.com,Unlicensed entities,2020-04-06,sfc
www.citadelcm-ch.com,www.citadelcm-ch.com,Suspicious websites,2020-01-16,sfc
www.investmentsfirst.com,www.investmentsfirst.com,Suspicious websites,2020-02-21,sfc
https://ofchk.com/index-en.htm,https://ofchk.com/index-en.htm,Suspicious websites,2020-04-07,sfc
https://web.winnabao.com,https://web.winnabao.com,Suspicious websites,2020-04-09,sfc
Huatai Stock,www.huataistock.com,Unlicensed entities,2020-03-19,sfc
https://scksecurities.com,https://scksecurities.com,Suspicious websites,2020-04-14,sfc
Capital Markets,www.capital-markets.com,Unlicensed entities,2020-04-17,sfc
yuexiuny.com,yuexiuny.com,Suspicious websites,2020-04-21,sfc
www.hwsecurities.io,www.hwsecurities.io,Suspicious websites,2020-04-21,sfc
www.winnbao.com,www.winnbao.com,Suspicious websites,2020-04-14,sfc
www.fujihk.net,www.fujihk.net,Suspicious websites,2020-05-04,sfc
Hangtung International Wealth,www.htcfhk.com,Unlicensed entities,2020-05-05,sfc
www.fidelityinvestmentsgroup.com,www.fidelityinvestmentsgroup.com,Suspicious websites,2020-05-12,sfc
www.fidelityinvestmentsgroup.com/hk,www.fidelityinvestmentsgroup.com/hk,Suspicious websites,2020-05-12,sfc
American Vertex Trading Corporation Ltd,www.american-vertex.com,Unlicensed entities,2020-04-17,sfc
"PhillipCapital UK, Inc",www.phillipcapitaluk.cn,Unlicensed entities,2020-05-21,sfc
www.hkxbc.com,www.hkxbc.com,Suspicious websites,2020-05-21,sfc
www.gfqihuo.com,www.gfqihuo.com,Suspicious websites,2020-05-22,sfc
www.blueskylt.com,www.blueskylt.com,Suspicious websites,2020-05-22,sfc
Soho Limited,www.soholtd.com,Unlicensed entities,2020-05-25,sfc
Huanyi International (HK) Limited,http://huanint.com,Unlicensed entities,2020-05-26,sfc
Redwood Bay Investors LLC / RBIFX,www.rbifx.com,Unlicensed entities,2020-05-26,sfc
ShwunSyin Investment Advisors (HK) Limited,www.shwunsyin.com,Unlicensed entities,2020-05-29,sfc
Ronghui Securities (Hong Kong) Limited,www.ronghuimc.com,Unlicensed entities,2020-06-01,sfc
www.huayafx.com,www.huayafx.com,Suspicious websites,,sfc
WZF Futures,www.wzffutures.com,Unlicensed entities,2020-06-05,sfc
IBC Financial,www.ibcfinancial.com,Unlicensed entities,2020-06-05,sfc
Walter International,www.walterinternational.com,Unlicensed entities,2020-06-05,sfc
Phil International Limited,www.philforexhk.com,Unlicensed entities,2020-06-09,sfc
www.huitfs.com,www.huitfs.com,Suspicious websites,2020-06-09,sfc
www.fuqiangsfa.com,www.fuqiangsfa.com,Suspicious websites,2020-06-10,sfc
www.kqwv.qp511.cn,www.kqwv.qp511.cn,Suspicious websites,2020-06-10,sfc
www.wealthbct.com,www.wealthbct.com,Suspicious websites,2020-06-10,sfc
https://tw.granntt.com,https://tw.granntt.com,Suspicious websites,2020-06-12,sfc
http://nygj.axunz.cn,http://nygj.axunz.cn,Suspicious websites,2020-06-15,sfc
Jitak Capital Limited,www.jitakcl.com,Unlicensed entities,2020-06-16,sfc
www.skywinprofit.com,www.skywinprofit.com,Suspicious websites,2020-06-16,sfc
AGK Investments,www.agkinvestments.com,Unlicensed entities,2020-06-16,sfc
Investment Capital and Financial Regulatory Services,www.icfrs.org,Fake regulators and/or market operators,2020-06-17,sfc
Ming Dao International Trade Limited,www.fxmingdao.com,Unlicensed entities,2020-06-17,sfc
Tower of London Worldwide,www.toweroflondon-worldwide.com,Unlicensed entities,2020-06-17,sfc
www.blackwellglobalfx.com,www.blackwellglobalfx.com,Suspicious websites,2020-06-17,sfc
ILA International,1.	www.ilainternational.com,Unlicensed entities,2020-06-18,sfc
www.citiglobalhk.net,www.citiglobalhk.net,Suspicious websites,2020-06-18,sfc
Gold 8 Services Limited,www.gold8services.com,Unlicensed entities,2020-06-18,sfc
